question_id,chunks,final_correct,error_chunks,error_fraction,first_error_chunk_id,first_error_index,zero_to_one_flip,transition_pattern,judge_confidence_mean,judge_confidence_min,low_confidence_chunks_lt_0p6
290,52,True,9,0.17307692307692307,3,3,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9211538461538461,0.5,8
291,34,True,0,0.0,,,False,constant,1.0,1.0,0
292,78,False,21,0.2692307692307692,9,9,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.8653846153846154,0.5,21
293,46,True,2,0.043478260869565216,12,12,True,"1->0,0->1",0.9782608695652174,0.5,2
294,116,False,17,0.14655172413793102,6,6,True,"1->0,0->1,1->0",0.9758620689655174,0.5,3
295,87,False,2,0.022988505747126436,4,4,True,"1->0,0->1",0.9655172413793105,0.5,2
296,32,False,12,0.375,5,5,True,"1->0,0->1,1->0",0.8125,0.5,12
297,37,True,6,0.16216216216216217,17,17,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.918918918918919,0.5,6
298,45,True,0,0.0,,,False,constant,1.0,1.0,0
299,27,True,1,0.037037037037037035,9,9,True,"1->0,0->1",0.9814814814814815,0.5,1
300,14,True,0,0.0,,,False,constant,1.0,1.0,0
301,35,False,5,0.14285714285714285,3,3,True,"1->0,0->1,1->0",0.9942857142857142,0.9,0
302,42,False,2,0.047619047619047616,40,40,False,1->0,0.9952380952380951,0.9,0
303,62,False,14,0.22580645161290322,15,15,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.8733870967741938,0.5,14
304,43,True,1,0.023255813953488372,28,28,True,"1->0,0->1",0.9883720930232558,0.5,1
305,34,False,0,0.0,,,False,constant,1.0,1.0,0
306,42,False,13,0.30952380952380953,19,19,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.9595238095238094,0.5,1
307,28,True,6,0.21428571428571427,8,8,True,"1->0,0->1",0.9071428571428571,0.5,5
308,60,False,16,0.26666666666666666,21,21,True,"1->0,0->1,1->0",0.9733333333333333,0.9,0
309,34,False,9,0.2647058823529412,8,8,True,"1->0,0->1",0.9852941176470589,0.9,0
310,24,True,2,0.08333333333333333,9,9,True,"1->0,0->1,1->0,0->1",0.9583333333333334,0.5,2
311,33,True,0,0.0,,,False,constant,1.0,1.0,0
312,36,True,0,0.0,,,False,constant,1.0,1.0,0
313,27,True,0,0.0,,,False,constant,1.0,1.0,0
314,33,True,0,0.0,,,False,constant,1.0,1.0,0
315,19,True,1,0.05263157894736842,0,0,True,0->1,0.9894736842105264,0.8,0
316,44,True,0,0.0,,,False,constant,1.0,1.0,0
317,44,True,4,0.09090909090909091,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9545454545454546,0.5,4
318,18,True,0,0.0,,,False,constant,1.0,1.0,0
319,27,True,0,0.0,,,False,constant,1.0,1.0,0
320,32,True,2,0.0625,4,4,True,"1->0,0->1",0.96875,0.5,2
321,15,True,0,0.0,,,False,constant,1.0,1.0,0
322,30,True,12,0.4,2,2,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.8,0.5,12
323,30,True,0,0.0,,,False,constant,1.0,1.0,0
324,33,False,4,0.12121212121212122,29,29,False,1->0,0.9515151515151514,0.5,3
325,28,True,0,0.0,,,False,constant,1.0,1.0,0
326,43,False,8,0.18604651162790697,8,8,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9162790697674418,0.5,7
327,71,False,7,0.09859154929577464,0,0,True,"0->1,1->0,0->1,1->0,0->1",0.9492957746478874,0.5,7
328,39,False,35,0.8974358974358975,3,3,True,"1->0,0->1,1->0",0.5512820512820513,0.5,35
329,17,True,0,0.0,,,False,constant,1.0,1.0,0
330,32,True,0,0.0,,,False,constant,1.0,1.0,0
331,42,False,6,0.14285714285714285,5,5,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9285714285714286,0.5,6
332,47,True,17,0.3617021276595745,3,3,True,"1->0,0->1,1->0",0.9297872340425531,0.5,4
333,69,False,25,0.36231884057971014,1,1,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.8644927536231883,0.5,14
334,31,True,2,0.06451612903225806,1,1,True,"1->0,0->1,1->0,0->1",0.9838709677419355,0.5,1
335,41,True,1,0.024390243902439025,13,13,True,"1->0,0->1",0.9878048780487805,0.5,1
336,17,True,4,0.23529411764705882,5,5,True,"1->0,0->1,1->0,0->1",0.9117647058823529,0.5,3
337,27,True,1,0.037037037037037035,0,0,True,0->1,0.9962962962962962,0.9,0
338,24,True,0,0.0,,,False,constant,1.0,1.0,0
339,41,True,10,0.24390243902439024,3,3,True,"1->0,0->1,1->0,0->1",0.897560975609756,0.5,8
340,103,False,12,0.11650485436893204,6,6,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9334951456310681,0.5,10
341,27,True,2,0.07407407407407407,1,1,True,"1->0,0->1",0.9629629629629629,0.5,2
342,27,True,13,0.48148148148148145,2,2,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.7777777777777778,0.5,12
343,30,False,0,0.0,,,False,constant,1.0,1.0,0
344,28,True,11,0.39285714285714285,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0",0.8035714285714286,0.5,11
345,14,True,7,0.5,3,3,True,"1->0,0->1,1->0,0->1",0.75,0.5,7
346,48,True,0,0.0,,,False,constant,1.0,1.0,0
347,22,True,0,0.0,,,False,constant,1.0,1.0,0
348,34,True,0,0.0,,,False,constant,1.0,1.0,0
349,19,False,2,0.10526315789473684,15,15,True,"1->0,0->1,1->0",0.994736842105263,0.9,0
350,18,True,1,0.05555555555555555,15,15,True,"1->0,0->1",0.9722222222222222,0.5,1
351,27,False,9,0.3333333333333333,4,4,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.8777777777777777,0.5,6
352,44,False,21,0.4772727272727273,23,23,False,1->0,0.934090909090909,0.5,2
353,33,True,0,0.0,,,False,constant,1.0,1.0,0
354,20,True,0,0.0,,,False,constant,1.0,1.0,0
355,41,False,4,0.0975609756097561,14,14,True,"1->0,0->1,1->0,0->1,1->0",0.9695121951219512,0.5,1
356,43,True,8,0.18604651162790697,3,3,True,"1->0,0->1,1->0,0->1,1->0",0.9069767441860465,0.5,8
357,43,False,20,0.46511627906976744,9,9,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.8604651162790697,0.5,10
358,23,False,5,0.21739130434782608,13,13,True,"1->0,0->1,1->0",0.926086956521739,0.5,3
359,57,True,0,0.0,,,False,constant,1.0,1.0,0
360,30,False,10,0.3333333333333333,0,0,True,"0->1,1->0,0->1,1->0",0.8333333333333334,0.5,10
361,39,True,1,0.02564102564102564,20,20,True,"1->0,0->1",0.9974358974358974,0.9,0
362,19,False,0,0.0,,,False,constant,1.0,1.0,0
363,27,True,5,0.18518518518518517,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.951851851851852,0.5,2
364,50,False,42,0.84,8,8,False,1->0,0.894,0.5,3
365,53,False,25,0.4716981132075472,3,3,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.8094339622641508,0.5,19
366,31,True,1,0.03225806451612903,6,6,True,"1->0,0->1",0.9838709677419355,0.5,1
367,16,True,2,0.125,4,4,True,"1->0,0->1,1->0,0->1",0.9375,0.5,2
368,19,True,6,0.3157894736842105,6,6,True,"1->0,0->1",0.9263157894736843,0.5,2
369,21,False,9,0.42857142857142855,9,9,True,"1->0,0->1,1->0",0.7857142857142857,0.5,9
370,23,True,1,0.043478260869565216,6,6,True,"1->0,0->1",0.9782608695652174,0.5,1
371,55,False,6,0.10909090909090909,5,5,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9454545454545454,0.5,6
372,38,False,1,0.02631578947368421,37,37,False,1->0,0.9868421052631579,0.5,1
373,25,True,1,0.04,9,9,True,"1->0,0->1",0.98,0.5,1
374,18,True,0,0.0,,,False,constant,1.0,1.0,0
375,47,True,0,0.0,,,False,constant,1.0,1.0,0
376,53,True,2,0.03773584905660377,8,8,True,"1->0,0->1",0.9811320754716981,0.5,2
377,36,False,31,0.8611111111111112,0,0,True,"0->1,1->0,0->1,1->0",0.6583333333333332,0.5,23
378,58,True,4,0.06896551724137931,22,22,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9793103448275862,0.5,2
379,56,True,0,0.0,,,False,constant,1.0,1.0,0
380,21,False,4,0.19047619047619047,17,17,False,1->0,0.9238095238095237,0.5,3
381,55,False,9,0.16363636363636364,7,7,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.9818181818181817,0.8,0
382,53,True,2,0.03773584905660377,41,41,True,"1->0,0->1,1->0,0->1",0.9811320754716981,0.5,2
383,46,False,0,0.0,,,False,constant,1.0,1.0,0
384,13,True,0,0.0,,,False,constant,1.0,1.0,0
385,24,False,20,0.8333333333333334,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0",0.9166666666666666,0.9,0
386,35,True,3,0.08571428571428572,3,3,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9857142857142858,0.5,1
387,31,True,2,0.06451612903225806,8,8,True,"1->0,0->1",0.967741935483871,0.5,2
388,29,False,2,0.06896551724137931,11,11,True,"1->0,0->1,1->0,0->1",0.9827586206896551,0.5,1
389,32,False,8,0.25,24,24,False,1->0,0.875,0.5,8
390,48,True,3,0.0625,13,13,True,"1->0,0->1,1->0,0->1",0.96875,0.5,3
391,72,True,55,0.7638888888888888,6,6,True,"1->0,0->1,1->0,0->1,1->0",0.6791666666666667,0.5,44
392,92,False,37,0.40217391304347827,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.9070652173913046,0.5,12
393,28,False,0,0.0,,,False,constant,1.0,1.0,0
394,33,True,17,0.5151515151515151,7,7,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9272727272727272,0.5,2
395,26,True,2,0.07692307692307693,3,3,True,"1->0,0->1,1->0,0->1",0.9615384615384616,0.5,2
396,29,True,9,0.3103448275862069,17,17,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.9689655172413791,0.9,0
397,24,True,0,0.0,,,False,constant,1.0,1.0,0
398,57,False,2,0.03508771929824561,5,5,True,"1->0,0->1",0.9964912280701754,0.9,0
399,37,True,3,0.08108108108108109,0,0,True,"0->1,1->0,0->1",0.9918918918918918,0.8,0
400,31,False,3,0.0967741935483871,0,0,True,"0->1,1->0",0.9774193548387096,0.5,1
401,53,False,8,0.1509433962264151,0,0,True,"0->1,1->0,0->1",0.9216981132075474,0.5,8
402,27,True,4,0.14814814814814814,5,5,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9444444444444444,0.5,3
403,32,False,6,0.1875,5,5,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.978125,0.5,1
404,29,True,0,0.0,,,False,constant,1.0,1.0,0
405,25,True,11,0.44,2,2,True,"1->0,0->1,1->0,0->1",0.956,0.9,0
406,19,True,4,0.21052631578947367,13,13,True,"1->0,0->1",0.9473684210526315,0.5,2
407,16,True,6,0.375,1,1,True,"1->0,0->1,1->0,0->1",0.8125,0.5,6
408,69,False,1,0.014492753623188406,20,20,True,"1->0,0->1",0.9985507246376812,0.9,0
409,52,True,13,0.25,29,29,True,"1->0,0->1,1->0,0->1",0.875,0.5,13
410,19,True,5,0.2631578947368421,3,3,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.868421052631579,0.5,5
411,12,True,2,0.16666666666666666,1,1,True,"1->0,0->1",0.9833333333333334,0.9,0
412,51,False,28,0.5490196078431373,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0",0.7686274509803921,0.5,23
413,18,True,0,0.0,,,False,constant,1.0,1.0,0
414,34,True,4,0.11764705882352941,3,3,True,"1->0,0->1",0.9411764705882353,0.5,4
415,38,True,0,0.0,,,False,constant,1.0,1.0,0
416,51,True,2,0.0392156862745098,1,1,True,"1->0,0->1,1->0,0->1",0.9784313725490196,0.5,2
417,13,True,1,0.07692307692307693,2,2,True,"1->0,0->1",0.9615384615384616,0.5,1
418,32,True,0,0.0,,,False,constant,1.0,1.0,0
419,58,True,5,0.08620689655172414,2,2,True,"1->0,0->1,1->0,0->1",0.9568965517241379,0.5,5
420,21,False,7,0.3333333333333333,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.8333333333333334,0.5,7
421,62,False,17,0.27419354838709675,12,12,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.8895161290322582,0.5,12
422,63,False,3,0.047619047619047616,60,60,False,1->0,0.9809523809523811,0.5,1
423,62,False,0,0.0,,,False,constant,1.0,1.0,0
424,32,True,8,0.25,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.8875,0.5,7
425,28,False,7,0.25,7,7,True,"1->0,0->1,1->0,0->1,1->0",0.9517857142857141,0.5,1
426,36,True,1,0.027777777777777776,0,0,True,0->1,0.9972222222222222,0.9,0
427,30,True,0,0.0,,,False,constant,1.0,1.0,0
428,47,True,2,0.0425531914893617,27,27,True,"1->0,0->1,1->0,0->1",0.9893617021276596,0.5,1
429,31,True,3,0.0967741935483871,3,3,True,"1->0,0->1",0.9516129032258065,0.5,3
430,22,True,0,0.0,,,False,constant,1.0,1.0,0
431,46,False,15,0.32608695652173914,1,1,True,"1->0,0->1,1->0,0->1,1->0",0.8369565217391305,0.5,15
432,48,False,2,0.041666666666666664,46,46,False,1->0,0.984375,0.5,1
433,39,False,0,0.0,,,False,constant,1.0,1.0,0
434,34,True,1,0.029411764705882353,31,31,True,"1->0,0->1",0.9970588235294118,0.9,0
435,34,False,0,0.0,,,False,constant,1.0,1.0,0
436,68,True,2,0.029411764705882353,48,48,True,"1->0,0->1,1->0,0->1",0.9911764705882353,0.5,1
437,22,True,9,0.4090909090909091,7,7,True,"1->0,0->1",0.7954545454545454,0.5,9
438,13,True,0,0.0,,,False,constant,1.0,1.0,0
439,38,True,0,0.0,,,False,constant,1.0,1.0,0
440,24,True,2,0.08333333333333333,9,9,True,"1->0,0->1,1->0,0->1",0.975,0.5,1
441,19,True,0,0.0,,,False,constant,1.0,1.0,0
442,15,True,1,0.06666666666666667,2,2,True,"1->0,0->1",0.9666666666666667,0.5,1
443,36,True,0,0.0,,,False,constant,1.0,1.0,0
444,31,True,8,0.25806451612903225,22,22,True,"1->0,0->1,1->0",0.8693548387096774,0.5,8
445,57,False,31,0.543859649122807,26,26,False,1->0,0.7842105263157894,0.5,23
446,35,True,2,0.05714285714285714,2,2,True,"1->0,0->1,1->0,0->1",0.9714285714285714,0.5,2
447,38,True,1,0.02631578947368421,5,5,True,"1->0,0->1",0.9868421052631579,0.5,1
448,34,True,0,0.0,,,False,constant,1.0,1.0,0
449,20,True,3,0.15,6,6,True,"1->0,0->1,1->0,0->1",0.95,0.5,2
450,41,True,3,0.07317073170731707,23,23,True,"1->0,0->1",0.9634146341463414,0.5,3
451,38,True,8,0.21052631578947367,3,3,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9026315789473683,0.5,7
452,29,True,3,0.10344827586206896,0,0,True,"0->1,1->0,0->1",0.9655172413793104,0.5,2
453,18,True,0,0.0,,,False,constant,1.0,1.0,0
454,63,False,41,0.6507936507936508,1,1,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.6936507936507936,0.5,38
455,26,True,0,0.0,,,False,constant,1.0,1.0,0
456,63,True,2,0.031746031746031744,20,20,True,"1->0,0->1,1->0,0->1",0.9841269841269841,0.5,2
457,15,True,0,0.0,,,False,constant,1.0,1.0,0
458,40,True,32,0.8,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.6300000000000001,0.5,29
459,53,True,3,0.05660377358490566,21,21,True,"1->0,0->1,1->0,0->1",0.9962264150943396,0.9,0
460,23,True,5,0.21739130434782608,7,7,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.8913043478260869,0.5,5
461,32,True,15,0.46875,0,0,True,"0->1,1->0,0->1,1->0,0->1",0.778125,0.5,14
462,43,False,11,0.2558139534883721,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.9348837209302326,0.5,4
463,19,True,10,0.5263157894736842,1,1,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.7368421052631579,0.5,10
464,60,True,2,0.03333333333333333,51,51,True,"1->0,0->1,1->0,0->1",0.99,0.5,1
465,15,True,0,0.0,,,False,constant,1.0,1.0,0
466,54,False,43,0.7962962962962963,5,5,True,"1->0,0->1,1->0,0->1,1->0",0.9129629629629628,0.5,1
467,16,False,0,0.0,,,False,constant,1.0,1.0,0
468,23,True,13,0.5652173913043478,1,1,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.717391304347826,0.5,13
469,28,True,3,0.10714285714285714,2,2,True,"1->0,0->1,1->0,0->1",0.9464285714285714,0.5,3
470,58,True,0,0.0,,,False,constant,1.0,1.0,0
471,21,True,0,0.0,,,False,constant,1.0,1.0,0
472,26,True,0,0.0,,,False,constant,1.0,1.0,0
473,88,False,68,0.7727272727272727,12,12,True,"1->0,0->1,1->0,0->1,1->0",0.7863636363636364,0.5,30
474,31,True,0,0.0,,,False,constant,1.0,1.0,0
475,54,False,41,0.7592592592592593,2,2,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.6277777777777778,0.5,40
476,19,True,0,0.0,,,False,constant,1.0,1.0,0
477,46,True,5,0.10869565217391304,19,19,True,"1->0,0->1,1->0,0->1",0.9456521739130435,0.5,5
478,60,False,12,0.2,2,2,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.9141666666666667,0.5,10
479,23,True,9,0.391304347826087,9,9,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.8043478260869565,0.5,9
480,24,True,7,0.2916666666666667,0,0,True,0->1,0.8541666666666666,0.5,7
481,40,False,5,0.125,30,30,True,"1->0,0->1,1->0",0.9875,0.9,0
482,46,True,2,0.043478260869565216,27,27,True,"1->0,0->1",0.9978260869565218,0.9,0
483,61,False,6,0.09836065573770492,6,6,True,"1->0,0->1,1->0,0->1,1->0",0.9467213114754098,0.5,6
484,57,True,0,0.0,,,False,constant,1.0,1.0,0
485,92,True,5,0.05434782608695652,7,7,True,"1->0,0->1,1->0,0->1",0.9956521739130434,0.9,0
486,17,True,1,0.058823529411764705,12,12,True,"1->0,0->1",0.9941176470588234,0.9,0
487,17,True,0,0.0,,,False,constant,1.0,1.0,0
488,18,True,3,0.16666666666666666,1,1,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9888888888888889,0.9,0
489,29,True,1,0.034482758620689655,13,13,True,"1->0,0->1",0.9827586206896551,0.5,1
490,40,False,14,0.35,12,12,True,"1->0,0->1,1->0",0.8474999999999999,0.5,12
491,23,False,19,0.8260869565217391,0,0,True,"0->1,1->0",0.9173913043478258,0.9,0
492,40,True,0,0.0,,,False,constant,1.0,1.0,0
493,29,False,22,0.7586206896551724,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0",0.6344827586206896,0.5,21
494,55,False,49,0.8909090909090909,0,0,True,"0->1,1->0,0->1,1->0",0.5618181818181818,0.5,48
495,45,True,0,0.0,,,False,constant,1.0,1.0,0
496,34,False,16,0.47058823529411764,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.7794117647058824,0.5,15
497,35,False,22,0.6285714285714286,13,13,False,1->0,0.937142857142857,0.9,0
498,49,False,13,0.2653061224489796,15,15,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.8673469387755102,0.5,13
499,15,True,9,0.6,2,2,True,"1->0,0->1,1->0",0.7,0.5,9
